0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,31.92,3.125,2.0,1.0,6.0,3.0,3.04,0,1,2,1,0,00200,4,0
0,69.17,9.0,2.0,1.0,6.0,3.0,4.0,0,1,1,0,0,00070,6,0
0,32.92,2.5,2.0,1.0,1.0,8.0,1.75,0,1,2,1,0,00720,0,0
0,16.33,2.75,2.0,1.0,1.0,8.0,0.665,0,1,1,0,0,00080,21,0
0,22.17,12.125,2.0,1.0,2.0,8.0,3.335,0,1,2,1,0,00180,173,0
1,57.58,2.0,2.0,1.0,6.0,3.0,6.5,0,1,1,0,0,00000,10,0
0,18.25,0.165,2.0,1.0,4.0,8.0,0.25,0,0,0,1,0,00280,0,0
0,23.42,1.0,2.0,1.0,2.0,8.0,0.5,0,0,0,1,0,00280,0,0
1,15.92,2.875,2.0,1.0,11.0,8.0,0.085,0,0,0,0,0,00120,0,0
1,24.75,13.665,2.0,1.0,11.0,4.0,1.5,0,0,0,0,0,00280,1,0
0,48.75,26.335,3.0,3.0,6.0,3.0,0.0,1,0,0,1,0,00000,0,0
0,23.50,2.75,2.0,1.0,6.0,3.0,4.5,0,0,0,0,0,00160,25,0
0,18.58,10.29,2.0,1.0,6.0,3.0,0.415,0,0,0,0,0,00080,0,0
0,27.75,1.29,2.0,1.0,9.0,4.0,0.25,0,0,0,1,0,00140,0,0
1,31.75,3.0,3.0,3.0,8.0,5.0,0.0,0,0,0,0,0,00160,20,0
1,24.83,4.5,2.0,1.0,13.0,8.0,1.0,0,0,0,1,0,00360,6,0
0,19.00,1.75,3.0,3.0,2.0,8.0,2.335,0,0,0,1,0,00112,6,0
1,16.33,0.21,2.0,1.0,1.0,8.0,0.125,0,0,0,0,0,00200,1,0
1,18.58,10.0,2.0,1.0,4.0,8.0,0.415,0,0,0,0,0,00080,42,0
0,16.25,0.0,3.0,3.0,1.0,8.0,0.25,0,0,0,0,0,00060,0,0
0,23.00,0.75,2.0,1.0,10.0,8.0,0.5,1,0,0,1,0,00320,0,0
0,21.17,0.25,3.0,3.0,2.0,4.0,0.25,0,0,0,0,0,00280,204,0
0,17.50,22.0,1.0,2.0,6.0,7.0,0.0,0,0,0,1,0,00450,100000,1
0,19.17,0.0,3.0,3.0,10.0,1.0,0.0,0,0,0,1,0,00500,1,1
0,36.75,0.125,3.0,3.0,2.0,8.0,1.5,0,0,0,1,0,00232,113,1
0,21.25,1.5,2.0,1.0,13.0,8.0,1.5,0,0,0,0,0,00150,8,1
1,18.08,0.375,1.0,2.0,3.0,3.0,10.0,0,0,0,1,0,00300,0,1
1,33.67,0.375,2.0,1.0,3.0,8.0,0.375,0,0,0,0,0,00300,44,1
0,48.58,0.205,3.0,3.0,9.0,8.0,0.25,1,1,11,0,0,00380,2732,1
0,33.67,1.25,2.0,1.0,13.0,8.0,1.165,0,0,0,0,0,00120,0,0
1,29.50,1.085,3.0,3.0,14.0,8.0,1.0,0,0,0,0,0,00280,13,0
0,30.17,1.085,3.0,3.0,2.0,8.0,0.04,0,0,0,0,0,00170,179,0
?,40.83,3.5,2.0,1.0,7.0,1.0,0.5,0,0,0,0,0,01160,0,0
0,34.83,2.5,3.0,3.0,13.0,8.0,3.0,0,0,0,0,0,00200,0,0
0,?,4.0,3.0,3.0,7.0,8.0,0.085,0,0,0,1,0,00411,0,0
0,20.42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,?,0,0
1,33.25,2.5,3.0,3.0,2.0,8.0,2.5,0,0,0,1,0,00000,2,0
0,34.08,2.5,2.0,1.0,2.0,8.0,1.0,0,0,0,0,0,00460,16,0
1,25.25,12.5,2.0,1.0,4.0,8.0,1.0,0,0,0,1,0,00180,1062,0
0,34.75,2.5,2.0,1.0,3.0,1.0,0.5,0,0,0,0,0,00348,0,0
0,27.67,0.75,2.0,1.0,11.0,4.0,0.165,0,0,0,1,0,00220,251,0
0,47.33,6.5,2.0,1.0,2.0,8.0,1.0,0,0,0,1,0,00000,228,0
1,34.83,1.25,3.0,3.0,7.0,4.0,0.5,0,0,0,1,0,00160,0,0
1,33.25,3.0,3.0,3.0,1.0,8.0,2.0,0,0,0,0,0,00180,0,0
0,28.00,3.0,2.0,1.0,13.0,8.0,0.75,0,0,0,1,0,00300,67,0
1,39.08,4.0,2.0,1.0,2.0,8.0,3.0,0,0,0,0,0,00480,0,0
0,42.75,4.085,2.0,1.0,1.0,8.0,0.04,0,0,0,0,0,00108,100,0
0,26.92,2.25,2.0,1.0,7.0,1.0,0.5,0,0,0,1,0,00640,4000,0
0,33.75,2.75,2.0,1.0,7.0,1.0,0.0,0,0,0,0,0,00180,0,0
0,38.92,1.75,2.0,1.0,9.0,8.0,0.5,0,0,0,1,0,00300,2,0
0,62.75,7.0,2.0,1.0,5.0,9.0,0.0,0,0,0,0,0,00000,12,0
?,32.25,1.5,2.0,1.0,2.0,8.0,0.25,0,0,0,1,0,00372,122,0
0,26.75,4.5,3.0,3.0,2.0,1.0,2.5,0,0,0,0,0,00200,1210,0
0,63.33,0.54,2.0,1.0,2.0,8.0,0.585,1,1,3,1,0,00180,0,0
0,27.83,1.5,2.0,1.0,13.0,8.0,2.25,0,1,1,1,0,00100,3,0
1,26.17,2.0,2.0,1.0,8.0,5.0,0.0,0,0,0,1,0,00276,1,0
0,22.17,0.585,3.0,3.0,6.0,3.0,0.0,0,0,0,0,0,00100,0,0
0,22.50,11.5,3.0,3.0,10.0,8.0,1.5,0,0,0,1,0,00000,4000,0
0,30.75,1.585,2.0,1.0,4.0,8.0,0.585,0,0,0,1,0,00000,0,0
0,36.67,2.0,2.0,1.0,7.0,8.0,0.25,0,0,0,1,0,00221,0,0
1,16.00,0.165,2.0,1.0,1.0,8.0,1.0,0,1,2,1,0,00320,1,0
0,41.17,1.335,2.0,1.0,4.0,8.0,0.165,0,0,0,0,0,00168,0,0
1,19.50,0.165,2.0,1.0,11.0,8.0,0.04,0,0,0,1,0,00380,0,0
0,32.42,3.0,2.0,1.0,4.0,8.0,0.165,0,0,0,1,0,00120,0,0
1,36.75,4.71,2.0,1.0,6.0,3.0,0.0,0,0,0,0,0,00160,0,0
1,30.25,5.5,2.0,1.0,9.0,8.0,5.5,0,0,0,1,0,00100,0,0
0,23.08,2.5,2.0,1.0,6.0,3.0,0.085,0,0,0,1,0,00100,4208,0
0,26.83,0.54,2.0,1.0,9.0,3.0,0.0,0,0,0,0,0,00100,0,0
0,16.92,0.335,3.0,3.0,9.0,8.0,0.29,0,0,0,0,0,00200,0,0
0,24.42,2.0,2.0,1.0,5.0,2.0,0.165,0,1,2,0,0,00320,1300,0
0,42.83,1.25,2.0,1.0,10.0,8.0,13.875,0,1,1,1,0,00352,112,0
1,22.75,6.165,2.0,1.0,1.0,8.0,0.165,0,0,0,0,0,00220,1000,0
0,39.42,1.71,3.0,3.0,10.0,8.0,0.165,0,0,0,0,0,00400,0,0
1,23.58,11.5,3.0,3.0,9.0,4.0,3.0,0,0,0,1,0,00020,16,0
0,21.42,0.75,3.0,3.0,12.0,6.0,0.75,0,0,0,1,0,00132,2,0
0,33.00,2.5,3.0,3.0,13.0,8.0,7.0,0,0,0,1,0,00280,0,0
0,26.33,13.0,2.0,1.0,5.0,2.0,0.0,0,0,0,1,0,00140,1110,0
1,45.00,4.585,2.0,1.0,9.0,4.0,1.0,0,0,0,1,0,00240,0,0
0,26.25,1.54,2.0,1.0,13.0,8.0,0.125,0,0,0,0,0,00100,0,0
?,28.17,0.585,2.0,1.0,1.0,8.0,0.04,0,0,0,0,0,00260,1004,0
1,20.83,0.5,3.0,3.0,5.0,2.0,1.0,0,0,0,0,0,00260,0,0
0,28.67,14.5,2.0,1.0,4.0,8.0,0.125,0,0,0,0,0,00000,286,0
0,20.67,0.835,3.0,3.0,2.0,8.0,2.0,0,0,0,1,0,00240,0,0
0,34.42,1.335,2.0,1.0,7.0,1.0,0.125,0,0,0,1,0,00440,4500,0
0,33.58,0.25,2.0,1.0,7.0,1.0,4.0,0,0,0,1,0,00420,0,0
0,43.17,5.0,2.0,1.0,7.0,1.0,2.25,0,0,0,1,0,00141,0,0
1,22.67,7.0,2.0,1.0,2.0,8.0,0.165,0,0,0,0,0,00160,0,0
1,24.33,2.5,3.0,3.0,7.0,1.0,4.5,0,0,0,0,0,00200,456,0
1,56.83,4.25,3.0,3.0,6.0,3.0,5.0,0,0,0,1,0,00000,4,0
0,22.08,11.46,2.0,1.0,9.0,8.0,1.585,0,0,0,1,0,00100,1212,0
0,34.00,5.5,3.0,3.0,2.0,8.0,1.5,0,0,0,1,0,00060,0,0
0,22.58,1.5,3.0,3.0,1.0,8.0,0.54,0,0,0,1,0,00120,67,0
0,21.17,0.0,2.0,1.0,2.0,8.0,0.5,0,0,0,1,0,00000,0,0
0,26.67,14.585,2.0,1.0,7.0,1.0,0.0,0,0,0,1,0,00178,0,0
0,22.92,0.17,2.0,1.0,10.0,8.0,0.085,0,0,0,0,0,00000,0,0
0,15.17,7.0,2.0,1.0,5.0,8.0,1.0,0,0,0,0,0,00600,0,0
0,39.92,5.0,2.0,1.0,7.0,1.0,0.21,0,0,0,0,0,00550,0,0
0,27.42,12.5,2.0,1.0,1.0,1.0,0.25,0,0,0,1,0,00720,0,0
0,24.75,0.54,2.0,1.0,10.0,8.0,1.0,0,0,0,1,0,00120,1,0
0,41.17,1.25,3.0,3.0,13.0,8.0,0.25,0,0,0,0,0,00000,195,0
1,33.08,1.625,2.0,1.0,4.0,8.0,0.54,0,0,0,1,0,00000,0,0
0,29.83,2.04,3.0,3.0,14.0,4.0,0.04,0,0,0,0,0,00128,1,0
1,23.58,0.585,3.0,3.0,6.0,3.0,0.125,0,0,0,0,0,00120,87,0
0,26.17,12.5,3.0,3.0,9.0,4.0,1.25,0,0,0,1,0,00000,17,0
0,31.00,2.085,2.0,1.0,2.0,8.0,0.085,0,0,0,0,0,00300,0,0
0,20.75,5.085,3.0,3.0,8.0,8.0,0.29,0,0,0,0,0,00140,184,0
0,28.92,0.375,2.0,1.0,2.0,8.0,0.29,0,0,0,0,0,00220,140,0
1,51.92,6.5,2.0,1.0,7.0,1.0,3.085,0,0,0,1,0,00073,0,0
1,22.67,0.335,2.0,1.0,11.0,8.0,0.75,0,0,0,0,0,00160,0,0
0,34.00,5.085,3.0,3.0,7.0,1.0,1.085,0,0,0,1,0,00480,0,0
1,69.50,6.0,2.0,1.0,6.0,3.0,0.0,0,0,0,0,0,00000,0,0
1,40.33,8.125,3.0,3.0,9.0,8.0,0.165,0,1,2,0,0,?,18,0
1,19.58,0.665,3.0,3.0,2.0,8.0,1.0,0,1,1,0,0,02000,2,0
0,16.00,3.125,2.0,1.0,13.0,8.0,0.085,0,1,1,0,0,00000,6,0
0,17.08,0.25,2.0,1.0,11.0,8.0,0.335,0,1,4,0,0,00160,8,0
0,31.25,2.835,2.0,1.0,6.0,3.0,0.0,0,1,5,0,0,00176,146,0
0,25.17,3.0,2.0,1.0,2.0,8.0,1.25,0,1,1,0,0,00000,22,0
1,22.67,0.79,2.0,1.0,7.0,8.0,0.085,0,0,0,0,0,00144,0,0
0,40.58,1.5,2.0,1.0,7.0,1.0,0.0,0,0,0,0,0,00300,0,0
0,22.25,0.46,2.0,1.0,9.0,8.0,0.125,0,0,0,1,0,00280,55,0
1,22.25,1.25,3.0,3.0,6.0,3.0,3.25,0,0,0,0,0,00280,0,0
0,22.50,0.125,3.0,3.0,9.0,8.0,0.125,0,0,0,0,0,00200,70,0
0,23.58,1.79,2.0,1.0,2.0,8.0,0.54,0,0,0,1,0,00136,1,0
0,38.42,0.705,2.0,1.0,2.0,8.0,0.375,0,1,2,0,0,00225,500,0
1,26.58,2.54,3.0,3.0,6.0,3.0,0.0,0,0,0,1,0,00180,60,0
0,35.00,2.5,2.0,1.0,7.0,8.0,1.0,0,0,0,1,0,00210,0,0
0,20.42,1.085,2.0,1.0,11.0,8.0,1.5,0,0,0,0,0,00108,7,0
0,29.42,1.25,2.0,1.0,13.0,8.0,1.75,0,0,0,0,0,00200,0,0
0,26.17,0.835,2.0,1.0,3.0,8.0,1.165,0,0,0,0,0,00100,0,0
0,33.67,2.165,2.0,1.0,2.0,8.0,1.5,0,0,0,0,0,00120,0,0
0,24.58,1.25,2.0,1.0,2.0,8.0,0.25,0,0,0,0,0,00110,0,0
1,27.67,2.04,2.0,1.0,13.0,8.0,0.25,0,0,0,1,0,00180,50,0
0,37.50,0.835,2.0,1.0,5.0,8.0,0.04,0,0,0,0,0,00120,5,0
0,49.17,2.29,2.0,1.0,6.0,3.0,0.29,0,0,0,0,0,00200,3,0
0,33.58,0.335,3.0,3.0,3.0,8.0,0.085,0,0,0,0,0,00180,0,0
0,51.83,3.0,3.0,3.0,6.0,3.0,1.5,0,0,0,0,0,00180,4,0
0,22.92,3.165,3.0,3.0,2.0,8.0,0.165,0,0,0,0,0,00160,1058,0
0,21.83,1.54,2.0,1.0,9.0,8.0,0.085,0,0,0,1,0,00356,0,0
0,25.25,1.0,2.0,1.0,1.0,8.0,0.5,0,0,0,0,0,00200,0,0
0,58.58,2.71,2.0,1.0,2.0,8.0,2.415,0,0,0,1,0,00320,0,0
0,19.00,0.0,3.0,3.0,6.0,3.0,0.0,0,1,4,0,0,00045,1,0
0,19.58,0.585,2.0,1.0,6.0,3.0,0.0,0,1,3,0,0,00350,769,0
1,53.33,0.165,2.0,1.0,6.0,3.0,0.0,0,0,0,1,0,00062,27,0
1,27.17,1.25,2.0,1.0,6.0,3.0,0.0,0,1,1,0,0,00092,300,0
0,25.92,0.875,2.0,1.0,9.0,8.0,0.375,0,1,2,1,0,00174,3,0
0,23.08,0.0,2.0,1.0,9.0,8.0,1.0,0,1,11,0,0,00000,0,0
0,39.58,5.0,2.0,1.0,6.0,3.0,0.0,0,1,2,0,0,00017,1,0
0,30.58,2.71,3.0,3.0,10.0,8.0,0.125,0,0,0,1,0,00080,0,0
0,17.25,3.0,2.0,1.0,9.0,8.0,0.04,0,0,0,1,0,00160,40,0
1,17.67,0.0,3.0,3.0,8.0,3.0,0.0,0,0,0,0,0,00086,0,0
1,?,11.25,2.0,1.0,6.0,3.0,0.0,0,0,0,0,0,?,5200,0
0,16.50,0.125,2.0,1.0,2.0,8.0,0.165,0,0,0,0,0,00132,0,0
1,27.33,1.665,2.0,1.0,6.0,3.0,0.0,0,0,0,0,0,00340,1,0
0,31.25,1.125,2.0,1.0,6.0,3.0,0.0,0,1,1,0,0,00096,19,0
0,20.00,7.0,2.0,1.0,2.0,8.0,0.5,0,0,0,0,0,00000,0,0
0,?,3.0,3.0,3.0,7.0,1.0,7.0,0,0,0,0,0,00000,1,0
0,39.50,1.625,2.0,1.0,2.0,8.0,1.5,0,0,0,0,0,00000,316,0
0,36.50,4.25,2.0,1.0,11.0,8.0,3.5,0,0,0,0,0,00454,50,0
?,29.75,0.665,2.0,1.0,13.0,8.0,0.25,0,0,0,1,0,00300,0,0
0,52.42,1.5,2.0,1.0,4.0,8.0,3.75,0,0,0,1,0,00000,350,0
0,36.17,18.125,2.0,1.0,13.0,8.0,0.085,0,0,0,0,0,00320,3552,0
0,34.58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,?,0,0
0,29.67,0.75,3.0,3.0,2.0,8.0,0.04,0,0,0,0,0,00240,0,0
0,36.17,5.5,2.0,1.0,7.0,1.0,5.0,0,0,0,0,0,00210,687,0
0,25.67,0.29,3.0,3.0,2.0,8.0,1.5,0,0,0,1,0,00160,0,0
1,24.50,2.415,3.0,3.0,2.0,8.0,0.0,0,0,0,0,0,00120,0,0
0,24.08,0.875,2.0,1.0,10.0,8.0,0.085,0,1,4,0,0,00254,1950,0
0,21.92,0.5,2.0,1.0,2.0,8.0,0.125,0,0,0,0,0,00360,0,0
1,36.58,0.29,2.0,1.0,6.0,3.0,0.0,0,1,10,0,0,00200,18,0
1,23.00,1.835,2.0,1.0,8.0,5.0,0.0,0,1,1,0,0,00200,53,0
1,27.58,3.0,2.0,1.0,10.0,8.0,2.79,0,1,1,1,0,00280,10,0
0,31.08,3.085,2.0,1.0,2.0,8.0,2.5,0,1,2,1,0,00160,41,0
1,30.42,1.375,2.0,1.0,13.0,4.0,0.04,0,1,3,0,0,00000,33,0
0,22.08,2.335,2.0,1.0,9.0,8.0,0.75,0,0,0,0,0,00180,0,0
0,16.33,4.085,2.0,1.0,7.0,4.0,0.415,0,0,0,1,0,00120,0,0
1,21.92,11.665,2.0,1.0,9.0,4.0,0.085,0,0,0,0,0,00320,5,0
0,21.08,4.125,3.0,3.0,7.0,4.0,0.04,0,0,0,0,0,00140,100,0
0,17.42,6.5,2.0,1.0,7.0,8.0,0.125,0,0,0,0,0,00060,100,0
0,19.17,4.0,3.0,3.0,7.0,8.0,1.0,0,0,0,1,0,00360,1000,0
0,20.67,0.415,2.0,1.0,2.0,8.0,0.125,0,0,0,0,0,00000,44,0
0,26.75,2.0,2.0,1.0,4.0,8.0,0.75,0,0,0,1,0,00080,0,0
0,23.58,0.835,2.0,1.0,7.0,4.0,0.085,0,0,0,1,0,00220,5,0
0,39.17,2.5,3.0,3.0,7.0,4.0,10.0,0,0,0,1,0,00200,0,0
0,22.75,11.5,2.0,1.0,7.0,8.0,0.415,0,0,0,0,0,00000,0,0
?,26.50,2.71,3.0,3.0,0.0,0.0,0.085,0,0,0,0,0,00080,0,0
1,16.92,0.5,2.0,1.0,7.0,8.0,0.165,0,1,6,1,0,00240,35,0
0,23.50,3.165,3.0,3.0,9.0,8.0,0.415,0,1,1,1,0,00280,80,0
1,17.33,9.5,2.0,1.0,1.0,8.0,1.75,0,1,10,1,0,00000,10,0
0,23.75,0.415,3.0,3.0,2.0,8.0,0.04,0,1,2,0,0,00128,6,0
0,34.67,1.08,2.0,1.0,10.0,8.0,1.165,0,0,0,0,0,00028,0,0
0,74.83,19.0,3.0,3.0,6.0,3.0,0.04,0,1,2,0,0,00000,351,0
0,28.17,0.125,3.0,3.0,9.0,8.0,0.085,0,0,0,0,0,00216,2100,0
0,24.50,13.335,3.0,3.0,1.0,8.0,0.04,0,0,0,1,0,00120,475,0
0,18.83,3.54,3.0,3.0,6.0,3.0,0.0,0,0,0,1,0,00180,1,0
?,45.33,1.0,2.0,1.0,11.0,8.0,0.125,0,0,0,1,0,00263,0,0
1,47.25,0.75,2.0,1.0,11.0,4.0,2.75,1,1,1,0,0,00333,892,1
0,24.17,0.875,2.0,1.0,11.0,8.0,4.625,1,1,2,1,0,00520,2000,1
0,39.25,9.5,2.0,1.0,10.0,8.0,6.5,1,1,14,0,0,00240,4607,1
1,20.50,11.835,2.0,1.0,2.0,4.0,6.0,1,0,0,0,0,00340,0,1
1,18.83,4.415,3.0,3.0,2.0,4.0,3.0,1,0,0,0,0,00240,0,1
0,19.17,9.5,2.0,1.0,13.0,8.0,1.5,1,0,0,0,0,00120,2206,1
1,25.00,0.875,2.0,1.0,14.0,4.0,1.04,1,0,0,1,0,00160,5860,1
0,20.17,9.25,2.0,1.0,2.0,8.0,1.665,1,1,3,1,0,00040,28,1
0,25.75,0.5,2.0,1.0,2.0,8.0,1.46,1,1,5,1,0,00312,0,1
0,20.42,7.0,2.0,1.0,2.0,8.0,1.625,1,1,3,0,0,00200,1391,1
0,?,4.0,2.0,1.0,14.0,8.0,5.0,1,1,3,1,0,00290,2279,1
0,39.00,5.0,2.0,1.0,3.0,8.0,3.5,1,1,10,1,0,00000,0,1
1,64.08,0.165,2.0,1.0,6.0,3.0,0.0,1,1,1,0,0,00232,100,1
0,28.25,5.125,2.0,1.0,14.0,8.0,4.75,1,1,2,0,0,00420,7,1
1,28.75,3.75,2.0,1.0,2.0,8.0,1.085,1,1,1,1,0,00371,0,1
0,31.33,19.5,2.0,1.0,2.0,8.0,7.0,1,1,16,0,0,00000,5000,1
1,18.92,9.0,2.0,1.0,1.0,8.0,0.75,1,1,2,0,0,00088,591,1
1,24.75,3.0,2.0,1.0,11.0,4.0,1.835,1,1,19,0,0,00000,500,1
1,30.67,12.0,2.0,1.0,2.0,8.0,2.0,1,1,1,0,0,00220,19,1
0,21.00,4.79,3.0,3.0,13.0,8.0,2.25,1,1,1,1,0,00080,300,1
0,13.75,4.0,3.0,3.0,13.0,8.0,1.75,1,1,2,1,0,00120,1000,1
1,46.00,4.0,2.0,1.0,8.0,5.0,0.0,1,0,0,0,0,00100,960,1
1,44.33,0.0,2.0,1.0,2.0,8.0,2.5,1,0,0,0,0,00000,0,1
0,20.25,9.96,2.0,1.0,5.0,2.0,0.0,1,0,0,0,0,00000,0,1
0,22.67,2.54,3.0,3.0,2.0,4.0,2.585,1,0,0,0,0,00000,0,1
0,?,10.5,2.0,1.0,14.0,8.0,6.5,1,0,0,0,0,00000,0,1
1,60.92,5.0,2.0,1.0,1.0,8.0,4.0,1,1,4,0,0,00000,99,1
0,16.08,0.75,2.0,1.0,2.0,8.0,1.75,1,1,5,1,0,00352,690,1
1,28.17,0.375,2.0,1.0,11.0,8.0,0.585,1,1,4,0,0,00080,0,1
0,39.17,1.71,2.0,1.0,14.0,8.0,0.125,1,1,5,1,0,00480,0,1
?,20.42,7.5,2.0,1.0,9.0,8.0,1.5,1,1,1,0,0,00160,234,1
1,30.00,5.29,2.0,1.0,5.0,2.0,2.25,1,1,5,1,0,00099,500,1
0,22.83,3.0,2.0,1.0,10.0,8.0,1.29,1,1,1,0,0,00260,800,1
1,22.50,8.5,2.0,1.0,11.0,8.0,1.75,1,1,10,0,0,00080,990,0
1,28.58,1.665,2.0,1.0,11.0,8.0,2.415,1,0,0,1,0,00440,0,0
0,45.17,1.5,2.0,1.0,2.0,8.0,2.5,1,0,0,1,0,00140,0,0
0,41.58,1.75,2.0,1.0,9.0,8.0,0.21,1,0,0,0,0,00160,0,0
1,57.08,0.335,2.0,1.0,7.0,1.0,1.0,1,0,0,1,0,00252,2197,0
1,55.75,7.08,2.0,1.0,9.0,4.0,6.75,1,1,3,1,0,00100,50,0
0,43.25,25.21,2.0,1.0,11.0,4.0,0.21,1,1,1,0,0,00760,90,0
1,25.33,2.085,2.0,1.0,2.0,4.0,2.75,1,0,0,1,0,00360,1,0
1,24.58,0.67,2.0,1.0,1.0,4.0,1.75,1,0,0,0,0,00400,0,0
0,43.17,2.25,2.0,1.0,7.0,1.0,0.75,1,0,0,0,0,00560,0,0
0,40.92,0.835,2.0,1.0,6.0,3.0,0.0,1,0,0,0,0,00130,1,0
0,31.83,2.5,2.0,1.0,1.0,8.0,7.5,1,0,0,1,0,00523,0,0
1,33.92,1.585,3.0,3.0,6.0,3.0,0.0,1,0,0,0,0,00320,0,0
1,24.92,1.25,2.0,1.0,6.0,3.0,0.0,1,0,0,0,0,00080,0,0
0,35.25,3.165,2.0,1.0,14.0,4.0,3.75,1,0,0,1,0,00680,0,0
0,34.25,1.75,2.0,1.0,13.0,1.0,0.25,1,0,0,1,0,00163,0,0
0,80.25,5.5,2.0,1.0,0.0,0.0,0.54,1,0,0,0,0,00000,340,0
0,19.42,1.5,3.0,3.0,3.0,8.0,2.0,1,0,0,1,0,00100,20,0
0,42.75,3.0,2.0,1.0,7.0,1.0,1.0,1,0,0,0,0,00000,200,0
0,19.67,10.0,3.0,3.0,9.0,4.0,0.835,1,0,0,1,0,00140,0,0
0,36.33,3.79,2.0,1.0,13.0,8.0,1.165,1,0,0,1,0,00200,0,0
0,30.08,1.04,3.0,3.0,7.0,1.0,0.5,1,1,10,1,0,00132,28,0
0,44.25,11.0,3.0,3.0,4.0,8.0,1.5,1,0,0,0,0,00000,0,0
0,23.58,0.46,3.0,3.0,13.0,8.0,2.625,1,1,6,1,0,00208,347,0
0,23.92,1.5,2.0,1.0,4.0,4.0,1.875,1,1,6,0,0,00200,327,1
0,33.17,1.0,2.0,1.0,14.0,8.0,0.75,1,1,7,1,0,00340,4071,1
0,48.33,12.0,2.0,1.0,10.0,8.0,16.0,1,0,0,0,0,00110,0,1
0,76.75,22.29,2.0,1.0,5.0,9.0,12.75,1,1,1,1,0,00000,109,1
0,51.33,10.0,2.0,1.0,7.0,1.0,0.0,1,1,11,0,0,00000,1249,1
0,34.75,15.0,2.0,1.0,12.0,6.0,5.375,1,1,9,1,0,00000,134,1
0,38.58,3.335,2.0,1.0,13.0,8.0,4.0,1,1,14,0,0,00383,1344,1
1,22.42,11.25,3.0,3.0,14.0,4.0,0.75,1,1,4,0,0,00000,321,1
0,41.92,0.42,2.0,1.0,2.0,4.0,0.21,1,1,6,0,0,00220,948,1
0,29.58,4.5,2.0,1.0,13.0,8.0,7.5,1,1,2,1,0,00330,0,1
1,32.17,1.46,2.0,1.0,13.0,8.0,1.085,1,1,16,0,0,00120,2079,1
0,51.42,0.04,2.0,1.0,14.0,4.0,0.04,1,0,0,0,0,00000,3000,1
1,22.83,2.29,2.0,1.0,11.0,4.0,2.29,1,1,7,1,0,00140,2384,1
1,25.00,12.33,2.0,1.0,3.0,4.0,3.5,1,1,6,0,0,00400,458,1
0,26.75,1.125,2.0,1.0,14.0,4.0,1.25,1,0,0,0,0,00000,5298,1
0,23.33,1.5,2.0,1.0,2.0,4.0,1.415,1,0,0,0,0,00422,200,1
0,24.42,12.335,2.0,1.0,11.0,4.0,1.585,1,0,0,1,0,00120,0,1
0,42.17,5.04,2.0,1.0,11.0,4.0,12.75,1,0,0,1,0,00092,0,1
1,20.83,3.0,2.0,1.0,1.0,8.0,0.04,1,0,0,0,0,00100,0,1
0,23.08,11.5,2.0,1.0,13.0,4.0,2.125,1,1,11,1,0,00290,284,1
1,25.17,2.875,2.0,1.0,14.0,4.0,0.875,1,0,0,0,0,00360,0,1
0,43.08,0.375,3.0,3.0,2.0,8.0,0.375,1,1,8,1,0,00300,162,1
1,35.75,0.915,2.0,1.0,1.0,8.0,0.75,1,1,4,0,0,00000,1583,1
0,59.50,2.75,2.0,1.0,13.0,8.0,1.75,1,1,5,1,0,00060,58,1
0,21.00,3.0,3.0,3.0,4.0,8.0,1.085,1,1,8,1,0,00160,1,1
0,21.92,0.54,3.0,3.0,14.0,8.0,0.04,1,1,1,1,0,00840,59,1
1,65.17,14.0,2.0,1.0,6.0,3.0,0.0,1,1,11,1,0,00000,1400,1
1,20.33,10.0,2.0,1.0,2.0,4.0,1.0,1,1,4,0,0,00050,1465,1
0,32.25,0.165,3.0,3.0,2.0,4.0,3.25,1,1,1,1,0,00432,8000,1
0,30.17,0.5,2.0,1.0,2.0,8.0,1.75,1,1,11,0,0,00032,540,1
0,25.17,6.0,2.0,1.0,2.0,8.0,1.0,1,1,3,0,0,00000,0,1
0,39.17,1.625,2.0,1.0,2.0,8.0,1.5,1,1,10,0,0,00186,4700,1
0,39.08,6.0,2.0,1.0,10.0,8.0,1.29,1,1,5,1,0,00108,1097,1
0,31.67,0.83,2.0,1.0,14.0,8.0,1.335,1,1,8,1,0,00303,3290,1
0,41.00,0.04,2.0,1.0,5.0,8.0,0.04,0,1,1,0,0,00560,0,1
0,48.50,4.25,2.0,1.0,10.0,8.0,0.125,1,0,0,1,0,00225,0,1
0,32.67,9.0,3.0,3.0,13.0,4.0,5.25,1,0,0,1,0,00154,0,1
1,28.08,15.0,3.0,3.0,5.0,9.0,0.0,1,0,0,0,0,00000,13212,1
0,73.42,17.75,2.0,1.0,6.0,3.0,0.0,1,0,0,1,0,00000,0,1
0,64.08,20.0,2.0,1.0,14.0,4.0,17.5,1,1,9,1,0,00000,1000,1
0,51.58,15.0,2.0,1.0,2.0,8.0,8.5,1,1,9,0,0,00000,0,1
0,26.67,1.75,3.0,3.0,2.0,8.0,1.0,1,1,5,1,0,00160,5777,1
0,25.33,0.58,2.0,1.0,2.0,8.0,0.29,1,1,7,1,0,00096,5124,1
0,30.17,6.5,2.0,1.0,3.0,8.0,3.125,1,1,8,0,0,00330,1200,1
